trial,total,ann,sharpe,mdd,n_A,n_G,has_cashbond,eq_total
239,0.18158035989094667,0.02412008286239664,0.1311582705627929,-0.30611182264963943,4,6,True,0.42191548669220946
240,-0.03786451985967232,-0.005498574697821668,-0.01411432255430272,-0.3870536096726186,4,6,True,0.7395192496977119
241,-0.1476008703668088,-0.022553883333296665,-0.08076216614586161,-0.4186286003904944,4,6,True,0.8028606699239642
242,-0.39189527905013155,-0.06858594937884854,-0.2343519572685901,-0.5601084527254314,3,7,True,0.8761472484029729
243,-0.4119361251688102,-0.07303387513221882,-0.2984198293726709,-0.5980010718981508,3,7,True,0.5792689721553301
244,-0.4177484945206116,-0.07434818918161534,-0.28978011862789654,-0.5558611065277438,4,6,True,0.5091652887487743
245,-0.15623173305663685,-0.023973777355830284,-0.1476253089411711,-0.3210106652688395,5,5,True,0.9574593596178407
246,0.39919623742339394,0.04915043869122737,0.26448343931844953,-0.23592780806001568,7,3,True,0.9750462478039292
247,0.04035047273003234,0.005666534672611023,0.04645821448284229,-0.3299527317943398,3,7,True,0.4968081177264545
248,-0.11499745105875236,-0.01729902493280311,-0.1156664098111051,-0.36356216625413657,6,4,True,0.487063949736962
249,0.23287991227757643,0.03035625625607241,0.1639637509117445,-0.30249363972853943,5,5,True,0.8955755414403117
250,0.24137381900974764,0.03136726485036956,0.16798863322963942,-0.2215233293129728,6,4,True,0.6423663835656994
251,-0.17795674690089847,-0.02760372995181337,-0.06043976801067497,-0.3761477672670898,4,6,True,1.080937192329987
252,0.3730525186564613,0.04632757191327519,0.2503369901253065,-0.2502778852916565,4,6,True,0.5889584466445574
253,-0.16029770334742222,-0.024647003035980775,-0.13658023988525733,-0.29785087505315566,5,5,True,1.0044481661619242
254,-0.031833065399035854,-0.004610423576575262,-0.012014726073034837,-0.3427798938036286,5,5,True,0.9759579772010891
255,0.29547864871430907,0.037671515441446646,0.20286278928402451,-0.27927705780016043,5,5,True,0.9019705473937687
256,-0.4939968854241188,-0.09272216274505618,-0.42869288927498306,-0.526694412708553,4,6,True,0.6810018349305027
257,-0.04174662843903365,-0.006072755403065844,-0.13606097354579316,-0.25827755781720385,5,5,True,0.627983268263461
258,-0.2031742076094588,-0.031921817802118224,-0.1752253206335767,-0.3583214122842131,5,5,True,0.7121018429320993
259,-0.4941738112256351,-0.0927674840984567,-0.3508764485262179,-0.5795329477311688,5,5,True,0.6818313017913658
260,-0.07444860393293651,-0.010990310521274749,-0.05547287823705476,-0.3325322235732771,4,6,True,0.7980348424713526
261,0.2821197884710329,0.03613624125864745,0.20177489208287208,-0.5498006593712618,5,5,True,0.6791720394019183
262,0.19923250511995216,0.026291686746465315,0.13784587995396208,-0.2578165994580721,7,3,True,0.37280325398930514
263,-0.2267765529614112,-0.036070806150206525,-0.10356679758794875,-0.55105706994403,3,7,True,0.6901072912543462
264,0.4225164886849191,0.051630545525683136,0.2721678042137506,-0.2788476893712162,6,4,True,0.647790033324974
265,0.3056432989640969,0.038830628429600056,0.20773802282853182,-0.2764253480983208,5,5,True,1.0086802450496912
266,0.02640006955694485,0.0037290864359165177,0.011486288921111101,-0.27667805252670363,4,6,True,0.9619116090587636
267,-0.029620246679985862,-0.004285767783977157,-0.014425049790419583,-0.28503115720556566,5,5,True,0.8539748889702983
268,-0.20023645310596083,-0.03141279546226017,-0.09059031988088741,-0.4006896887846055,5,5,True,0.6129755567064217
269,-0.47109372015964535,-0.08696686588911773,-0.3220191414490518,-0.5357890504580226,5,5,True,0.7876180934547674
270,-0.29894667199285396,-0.0494683309690398,-0.1665592741352981,-0.5825261903927108,5,5,True,0.8146710514080182
271,0.23309481738046278,0.03038190938939156,0.16274699284912397,-0.2717949671361508,5,5,True,0.8051529475881802
272,0.020968146752729178,0.0029685849378104923,0.06511589047658958,-0.5445200132515081,7,3,False,1.3241994357662827
273,-0.1965376596193814,-0.03077418285388489,-0.13796866632468877,-0.49448699371257854,5,5,True,0.6299231445437385
274,-0.22738491237177993,-0.03617917546704741,-0.08112829011208714,-0.3629478935603351,3,7,True,0.5072421020529385
275,0.00262442745274738,0.0003744605786102362,0.02355177553911904,-0.3168686601668078,4,6,True,0.7911761232167316
276,-0.24763809760474131,-0.03982938412821824,-0.24475268400228756,-0.29819101909148626,2,8,True,0.6653313361790674
277,-0.14481320158243083,-0.022097906700208614,-0.08640612744639656,-0.4267671397450208,5,5,True,0.6210035627310728
278,0.12123774460596093,0.016480329082899425,0.098113037152313,-0.3190914000208878,5,5,True,0.96061342673323
279,-0.1770337622920024,-0.027447848773145656,-0.07522435249148159,-0.3835690604196444,4,6,True,0.8396789031383118
280,-0.16471515639838774,-0.025381600101768265,-0.04236268631835542,-0.5319570160891183,6,4,True,0.8284903557226613
281,-0.45618549124426033,-0.0833343640700851,-0.365694818279645,-0.4913263613802395,2,8,True,0.7845714895070317
282,0.005035534328996505,0.000717744217245686,-0.0012157217867232526,-0.38603058118308475,6,4,True,0.38007590459735807
283,-0.6155751291150089,-0.1276452042636661,-0.5042993512823252,-0.6404163649542639,5,5,True,0.3864500421545949
284,-0.371504943378676,-0.0641875945612862,-0.28268301417432673,-0.5730184698507926,3,7,True,0.699570694412168
285,-0.44861480911180285,-0.0815222815779878,-0.3358108938345678,-0.5577621222899003,6,4,True,0.7520823850711225
286,-0.09733733982307224,-0.014521581235379721,-0.060550683159378546,-0.37080540414287694,4,6,True,0.7590968133979148
287,0.47163802033049995,0.05674263001007529,0.303362803900924,-0.24934282520236262,5,5,True,1.141369737934736
288,-0.41195552378859535,-0.07303824306382811,-0.33107156193502135,-0.44995449998363185,3,7,True,0.7335434771314879
289,-0.18374323652538982,-0.02858443233668384,-0.16430689185935293,-0.3702529383222681,6,4,True,0.9659874694045723
290,-0.31695593919332077,-0.05299531103734689,-0.17332632486902044,-0.3951300714805532,4,6,True,0.5084015147724155
291,-0.05300965416598846,-0.007749963692919581,-0.13123662378089732,-0.2998842480154506,3,7,True,0.4811903242174691
292,-0.24592042462037977,-0.03951656230105649,-0.10927508711985198,-0.46369156156994285,6,4,True,0.8265876286925438
293,0.8127005366665754,0.08867967562103862,0.447506844816751,-0.2724992617365144,5,5,True,0.6475217522797241
294,-0.27677995720903925,-0.0452322420695106,-0.2101714782924989,-0.46258617342000447,3,7,True,1.4423505723988113
295,-0.22086276940561045,-0.03502115286283847,-0.15424706281871592,-0.3668944977933387,2,8,True,0.7875772090490027
296,-0.3475673260440101,-0.05917750938994726,-0.2341923049431128,-0.43860136370740177,3,7,True,0.4610577424043094
297,-0.3803268209962434,-0.0660753034874787,-0.2691900008643722,-0.42036961933927397,3,7,True,1.1459378133814004
298,-0.3941718194729782,-0.06908483057700177,-0.25790664615215175,-0.5753434839585423,4,6,True,0.7430439528403372
299,-0.26493693139256114,-0.04301444640166052,-0.1620664903821486,-0.5483832921688231,3,7,True,0.9342741872521532
