pair,start,end,div_cum,broad_cum,excess_cum,excess_ann
红利低波100-中证800,2021-03-12,2026-05-26,0.5459264057614486,0.18443284173247898,0.3614935640289696,0.0363621403754002
红利低波100-中证800,2021-03-15,2026-05-27,0.5252142142040697,0.19504654973190494,0.3301676644721647,0.03326034300646685
红利低波100-中证800,2021-03-16,2026-05-28,0.5082192340099765,0.1886253096118946,0.3195939243980819,0.032321467663451564
红利低波100-中证800,2021-03-17,2026-05-29,0.5532031197191014,0.17188518829578525,0.38131793142331616,0.03839670157640751
红利低波100-中证800,2021-03-18,2026-06-01,0.5791163071189165,0.15117767680109417,0.4279386303178223,0.04307060123511208
红利低波100-中证800,2021-03-19,2026-06-02,0.5831266145706024,0.1921606042285704,0.39096601034203204,0.0390385795699042
红利低波100-中证800,2021-03-22,2026-06-03,0.5501016457438133,0.18467060689918413,0.36543103884462913,0.03673182948782938
红利低波100-中证800,2021-03-23,2026-06-04,0.5503456934137729,0.1911557009471938,0.3591899924665791,0.03606160784046941
红利低波100-中证800,2021-03-24,2026-06-05,0.5680510989056022,0.1900818350994371,0.37796926380616513,0.03784605774263605
红利低波100-中证800,2021-03-25,2026-06-08,0.5632603853312848,0.15995281735747047,0.4033075679738143,0.04063147431598102
红利低波100-中证800,2021-03-26,2026-06-09,0.5494100667211037,0.15998556055815505,0.38942450616294866,0.039320574383523876
红利低波100-中证800,2021-03-29,2026-06-10,0.5401474159321684,0.14547190635482043,0.394675509577348,0.04001494701273112
红利低波100-中证800,2021-03-30,2026-06-11,0.531212697081531,0.13066556585677058,0.4005471312247604,0.04077844647257889
红利低波100-中证800,2021-03-31,2026-06-12,0.5389082103395171,0.15263572790815094,0.38627248243136614,0.039120435223167105
红利低波100-中证800,2021-04-01,2026-06-15,0.5280793738644967,0.17087484961024102,0.35720452425425564,0.03612216152742187
红利低波100-中证800,2021-04-02,2026-06-16,0.5167162563358059,0.16394068622411906,0.3527755701116868,0.035784958143011636
红利低波100-中证800,2021-04-06,2026-06-17,0.5048556961140356,0.1797980313612384,0.3250576647527972,0.032943917453141625
红利低波100-中证800,2021-04-07,2026-06-18,0.4627643032922695,0.18992134954230888,0.2728429537499606,0.02779474615205113
红利低波100-中证800,2021-04-08,2026-06-22,0.47321562394375793,0.21599479086682716,0.2572208330769308,0.026037205380273543
红利低波100-中证800,2021-04-09,2026-06-23,0.47171978566502104,0.1996956201725164,0.27202416549250463,0.027622095404020053
红利低波100-中证800,2021-04-12,2026-06-24,0.4342694405701799,0.231285113175419,0.2029843273947609,0.02062487521595946
红利低波100-中证800,2021-04-13,2026-06-25,0.4380093615858429,0.2512478675319818,0.1867614940538611,0.018898334363286695
红利低波100-中证800,2021-04-14,2026-06-26,0.4193996102524433,0.2054812956325629,0.21391831461988042,0.021889946836204377
红利低波100-中证800,2021-04-15,2026-06-29,0.44153141474864666,0.22722110987892874,0.21431030486971792,0.021764875040794607
红利低波100-中证800,2021-04-16,2026-06-30,0.4008567296382406,0.23884398035051024,0.16201274928773035,0.016532493679839
红利低波100-中证800,2021-04-19,2026-07-01,0.4236139631151383,0.20877291377229512,0.2148410493428432,0.021955927604679015
红利低波100-中证800,2021-04-20,2026-07-02,0.44312726653774703,0.17098806729420346,0.2721391992435436,0.0279085604840017
红利低波100-中证800,2021-04-21,2026-07-03,0.4581654411858995,0.17590347161357056,0.28226196957232896,0.028848528320877254
红利低波100-中证800,2021-04-22,2026-07-06,0.47561363645909394,0.17232532504434417,0.30328831141474977,0.030927578058110416
红利低波100-中证800,2021-04-23,2026-07-07,0.46151112736913213,0.14953452388267774,0.3119766034864544,0.03201949786588765
红利低波100-中证800,2021-04-26,2026-07-08,0.4866532940484638,0.14955786045135522,0.3370954335971086,0.034453117806920286
红利低波100-中证800,2021-04-27,2026-07-09,0.4736752784977043,0.17830749887740582,0.2953677796202985,0.030097298902157288
红利低波100-中证800,2021-04-28,2026-07-10,0.476983825575942,0.15026706928594513,0.32671675628999686,0.033441647173226174
红利低波100-中证800,2021-04-29,2026-07-13,0.48489241837681374,0.11425796345179795,0.3706344549250158,0.03813611279829088
红利低波100-中证800,2021-04-30,2026-07-14,0.5142089913330303,0.14403834043636632,0.370170650896664,0.03769969644606741
红利低波100-中证800,2021-05-06,2026-07-15,0.5189311568917658,0.14816580614341124,0.3707653507483546,0.03770293858592133
